"","number","title","classification","timestamp","geometry","distclean","distdirty"
"1177",66051,"Report 66051: Youths have evening encounter near Allaire State Park","Class A","1981-09-04T12:00:00Z",c(-74.09944, 40.18113),41.4524130331939,12.0394508365
"1178",1918,"Report 1918: Nighttime sightings on Mescalero IR","Class A","2001-08-06T12:00:00Z",c(-105.7395, 33.27735),4.34861173738241,36.308597277952
"1179",4538,"Report 4538: Early evening sighting in meadow near Narbona Pass in the Chuska Mountains","Class A","2002-06-15T12:00:00Z",c(-108.87, 36.126),6.92505814704829,29.5082612359658
"1180",8409,"Report 8409: Sasquatch reaches into tent of adult camper","Class A","1983-05-07T12:00:00Z",c(-106.8803, 35.98475),8.7837415537173,36.6888457812794
"1181",10114,"Report 10114: A few witnesses see something reach through an open window in Mescalero N.M.","Class A","2004-07-26T12:00:00Z",c(-105.7947, 33.15405),29.5437475702136,24.4028750460371
"1182",10266,"Report 10266: Witness sees unknown animal cross dirt road near New Mexico State Route 264","Class A","2002-09-17T12:00:00Z",c(-108.8676, 35.63736),30.061438116524,23.779446218228
"1183",10349,"Report 10349: Motorist has nighttime sighting below Raton Pass","Class A","2005-01-23T12:00:00Z",c(-104.4801, 36.9934),30.1934067546211,25.674237608934
"1184",11109,"Report 11109: Close range night time sighting by water hauler near Gobernador (on BLM land).","Class A","2005-01-10T12:00:00Z",c(-107.3956, 36.72065),36.2430697401931,18.6255885400301
"1185",11526,"Report 11526: Water hauler has late night encounter","Class A","2004-12-15T12:00:00Z",c(-107.6021, 36.7474),14.0491073374788,11.4692491040172
"1186",11589,"Report 11589: Mother and daughter see creature from the road","Class A","2003-10-19T12:00:00Z",c(-109.0612, 36.39135),8.44712677497503,17.6318311276084
"1187",12542,"Report 12542: River guide sees skinny bigfoot at dusk","Class A","2002-03-16T12:00:00Z",c(-108.7608, 36.81315),10.5110914020619,23.4743668809725
"1188",12994,"Report 12994: Man observes creature walking across road.","Class A","2005-11-03T12:00:00Z",c(-107.9978, 35.58565),28.483484735764,14.2729518174238
"1189",26414,"Report 26414: Daytime sighting by two men while driving near Narbona Pass","Class A","2009-05-12T12:00:00Z",c(-108.892, 36.08089),17.5771561454093,12.5708810898879
"1190",28886,"Report 28886: Couple driving home has night time sighting near Tres Piedras","Class A","2011-02-20T12:00:00Z",c(-105.9678, 36.65339),10.9568809503481,16.3484581723813
"1191",28964,"Report 28964: Motorist has close-range encounter with large, hairy biped south of Thoreau","Class A","2011-03-07T12:00:00Z",c(-108.2034, 35.37201),8.49403248263745,20.7127814471669
"1192",34460,"Report 34460: A large biped seen in headlights on a moonlit night in the Chuska Mountains","Class A","2011-07-16T12:00:00Z",c(-108.84, 36.0605),8.03754333425331,18.7682206146454
"1193",43399,"Report 43399: Scientist skeptic has early morning encounter behind gas station near Las Vegas, NM","Class A","2013-10-18T12:00:00Z",c(-105.2526, 35.52162),12.927383852907,27.7764924389024
"1194",66089,"Report 66089: Night time sighting on I-25 within Bosque del Apache National Wildlife Refuge","Class A","1986-12-24T12:00:00Z",c(-106.9285, 33.82819),9.62484135308734,26.8664768073914
"1195",3455,"Report 3455: Two security guards see a creature outside of Gold Hill","Class A","1980-09-15T12:00:00Z",c(-119.6564, 39.29056),2.70617438048622,22.7809989291866
"1196",5697,"Report 5697: Three boys encounter sasquatch in eroded terrain","Class A","1972-08-15T12:00:00Z",c(-119.6665, 39.679),3.15006362157973,31.9942014324471
"1197",5909,"Report 5909: Two Hikers Have Close Encounter Near Genoa","Class A","1984-09-15T12:00:00Z",c(-119.8458, 39.00056),4.62227292006865,25.8937054166374
"1198",22386,"Report 22386: Daylight sighting by Reno police officer and two friends on Boundary Peak Mtn.","Class A","2004-10-15T12:00:00Z",c(-118.325, 37.8583),3.15599292774873,24.1627298675046
"1199",1450,"Report 1450: Motorists and firefighters observe a sasquatch darting across Rt. 224 SE of Odessa","Class A","1999-09-13T12:00:00Z",c(-76.75318, 42.32724),42.0730214339308,22.2275370838966
"1200",7368,"Report 7368: Morning sighting by deer hunter near Naples","Class A","2006-10-07T12:00:00Z",c(-77.4028, 42.6153),3.83300420297187,32.8268594918856
"1201",8953,"Report 8953: Multiple observations over three year span","Class A","2003-03-01T12:00:00Z",c(-75.0116, 42.36176),9.60479184540716,5.47018597358445
"1202",10136,"Report 10136: Close roadside observation of female upright animal along country road","Class A","2001-10-22T12:00:00Z",c(-75.64853, 42.1174),17.3384386720633,6.85395713415981
"1203",10289,"Report 10289: Two people in canoe see creature on shoreline","Class A","1996-08-15T12:00:00Z",c(-74.14589, 44.26646),18.6127101926533,15.6926154526166
"1204",11688,"Report 11688: Husband and wife see animal near garbage dump","Class A","2003-01-15T12:00:00Z",c(-78.23962, 43.34806),14.4669560315914,16.1248220535918
"1205",11726,"Report 11726: Witness has two encounters with an animal near Genesee River","Class A","1998-02-01T12:00:00Z",c(-77.93121, 42.09785),5.99561769650134,2.17174488248505
"1206",11841,"Report 11841: Two young boys see crouching animal","Class A","1980-08-21T12:00:00Z",c(-73.7171, 41.5036),9.99687082441301,15.0023261013084
"1207",12388,"Report 12388: Women sees tall animal pass by her bedroom window in morning daylight (8:00 AM).","Class A","2004-05-31T12:00:00Z",c(-75.3811, 42.32921),4.33399311698807,35.1209580165476
"1208",12709,"Report 12709: Daylight sighting by hiker outside Middleport","Class A","2002-09-21T12:00:00Z",c(-78.54224, 43.19501),6.90614664756694,6.30450348859449
"1209",13288,"Report 13288: Daylight sighting by turkey hunter near Napoli","Class A","2004-10-15T12:00:00Z",c(-78.82683, 42.15947),4.46030754116798,7.74080989701982
"1210",13662,"Report 13662: Daylight sighting near a railroad bed and the Canisteo River","Class A","1980-04-21T12:00:00Z",c(-77.60525, 42.28045),3.57234150453173,38.954679278939
"1211",13874,"Report 13874: Old sighting (1973) and recent vocalizations (2005/06) on the outskirts of Maryland (town)","Class A","1973-08-01T12:00:00Z",c(-74.8865, 42.56379),6.52579219191816,16.7772038529101
"1212",18122,"Report 18122: Morning sighting by motorist at railroad crossing near Median","Class A","1997-04-15T12:00:00Z",c(-78.3253, 43.22649),13.6514424323622,2.71913745847834
"1213",26205,"Report 26205: Young adult has daylight visual encounter of bipedal creature while driving near Rhinebeck","Class A","2010-02-15T12:00:00Z",c(-73.87915, 41.94512),9.75114515238596,2.42229231739276
"1214",26566,"Report 26566: Man observes tall, white hair-covered creature during a family gathering near Lake Ontario","Class A","2003-09-20T12:00:00Z",c(-76.89331, 43.27314),22.6938588531721,12.5160302936554
"1215",31940,"Report 31940: Fishermen and Law Enforcement Officer Report Three Class A Sightings in Same Area Within a Year near the town of Somers","Class A","2010-09-01T12:00:00Z",c(-73.73717, 41.29873),37.0457664843609,21.9468379618067
"1216",43285,"Report 43285: Bow hunter with binoculars observes a tall Bigfoot with a smaller one near Amenia","Class A","2013-11-09T12:00:00Z",c(-73.55858, 41.87219),37.4271641844864,10.4569212827916
"1217",45831,"Report 45831: Bigfoot running with a deer in its arms is struck by a car late at night north of Wells","Class A","2014-07-11T12:00:00Z",c(-74.23166, 43.46181),13.9277986161382,18.817068948848
"1218",59838,"Report 59838: Motorist sighting at night approx 2 miles from NY/VT state line outside Whitehall","Class A","2018-08-07T12:00:00Z",c(-73.34116, 43.55915),13.4099696816249,4.80106999366808
"1219",63279,"Report 63279: Couple observes a Bigfoot outside cabin window in Allegany State Park","Class A","2013-07-23T12:00:00Z",c(-78.7492, 42.06832),7.81585787424515,25.0909067024769
"1220",63832,"Report 63832: Motorist sighting in Harriman State Park not far from Appalachian Trail","Class A","1994-09-14T12:00:00Z",c(-74.1468, 41.26455),12.1892906381996,49.0215390805154
"1221",64192,"Report 64192: Camper describes morning sighting at Cascade Lake near Lake Placid","Class A","2010-08-06T12:00:00Z",c(-73.87529, 44.22388),44.8172046181876,9.54000404153478
"1222",65975,"Report 65975: Afternoon sighting by dog walker in Whitehall","Class A","2019-06-12T12:00:00Z",c(-73.40212, 43.56058),32.7932856730277,12.9995920532454
"1223",68932,"Report 68932: Resident observes a sasquatch near homes at 2-3am on the outskirts of Bath","Class A","2012-11-15T12:00:00Z",c(-77.29253, 42.33473),6.97378000210789,17.1700809360294
"1224",359,"Report 359: Daylight sighting by motorcyclist near Atwater","Class A","2000-08-01T12:00:00Z",c(-81.11642, 40.98596),6.79305602656124,5.47893463750025
"1225",374,"Report 374: Two women driving to work are surprised to see a very large hair covered biped running along the side of their car.","Class A","1977-02-01T12:00:00Z",c(-81.27132, 39.88653),5.82729734588,71.0801720864356
"1226",378,"Report 378: Sighting by woman visiting an old rural cemetery, near Logan","Class A","2000-07-11T12:00:00Z",c(-82.36887, 39.58157),35.2784026485582,9.40307744165707
"1227",841,"Report 841: Boy has several late night encounters near Sidney","Class A","1982-11-01T12:00:00Z",c(-84.18491, 40.24354),6.81493512351365,8.57994129115695
"1228",878,"Report 878: Hikers spot white bigfoot at Higbanks Park outside Columbus, OH","Class A","1989-08-15T12:00:00Z",c(-83.02854, 40.15002),6.02827150367334,3.5670655404688
"1229",1117,"Report 1117: Daytime sighting by two witnesses, near Geneva, at the end of Timberwoods Rd","Class A","2000-12-28T12:00:00Z",c(-80.88494, 41.72134),36.5239021971804,70.6483766745082
"1230",1507,"Report 1507: Witness hears loud noise outside bedroom window, observes bipedal animal running away","Class A","1981-11-01T12:00:00Z",c(-80.77387, 40.36957),38.5902148902776,6.0953642924603
"1231",1625,"Report 1625: Children have daytime close encounter near Sparta; UPDATED with Witness Sketch","Class A","1977-06-01T12:00:00Z",c(-82.69884, 40.38609),35.6282227704063,3.48839247271576
"1232",1750,"Report 1750: Large furry head about 12"" by 18"" looked in the back door.","Class A","1993-09-15T12:00:00Z",c(-83.95184, 39.92104),34.3152495418174,7.12313854920709
"1233",1751,"Report 1751: Latenight encounter while camping, then morning vocalizations heard","Class A","1998-10-15T12:00:00Z",c(-83.94906, 39.85461),12.6197882931411,15.6219237367777
"1234",1755,"Report 1755: Driver sees a tall (about 7-8ft), fur covered biped along roadside","Class A","2000-10-15T12:00:00Z",c(-83.96562, 39.86096),19.1304099651314,1.02775441132597
"1235",1756,"Report 1756: Deer Hunter sees large, bipedal, fur covered man-like critter run by in early morning encounter","Class A","2000-11-24T12:00:00Z",c(-83.96123, 39.89216),19.0754524692994,11.9491721575388
"1236",1851,"Report 1851: Two men see see a hairy creature running into woods","Class A","2001-02-24T12:00:00Z",c(-81.25768, 40.77789),21.7155187092664,8.27547395044538
"1237",2450,"Report 2450: While hiking with friends, eleven year old girl almost runs into 6' hairy creature","Class A","1978-06-01T12:00:00Z",c(-82.29162, 39.78594),19.2456942560148,5.37716582188053
"1238",2696,"Report 2696: Nighttime sighting by three in car, on Sprucevale Rd. near Calcutta","Class A","1982-06-15T12:00:00Z",c(-80.58332, 40.70386),20.9959962847206,6.87757331636675
"1239",2850,"Report 2850: Two friends witness tall, hairy creature drinking from a pond","Class A","1995-02-15T12:00:00Z",c(-81.35575, 40.74065),9.85412260452446,14.0911769503118
"1240",2902,"Report 2902: Man in boat spotting deer witnesses a three to four foot tall biped walking on a log followed by a scream","Class A","1998-05-24T12:00:00Z",c(-84.38103, 41.2625),37.5841533866722,5.67511902085763
"1241",3080,"Report 3080: A family's encounters with a reddish brown beast outside of Newcomerstown, Ohio","Class A","1997-05-01T12:00:00Z",c(-81.51749, 40.27488),78.9471505569549,6.63947727253434
"1242",3180,"Report 3180: Early evening sighting by two children, near Layman","Class A","1978-07-04T12:00:00Z",c(-81.73172, 39.40877),36.8099606417244,2.67679199477659
"1243",3248,"Report 3248: Bainbridge (Chagrin Falls) Ohio resident reports multiple sightings","Class A","2001-10-26T12:00:00Z",c(-81.33974, 41.39803),6.61668508790467,15.870092390295
"1244",3293,"Report 3293: Three fox hunters witness a ""Freak of nature bear"" step over a fence and walk into a thicket.","Class A","1978-01-01T12:00:00Z",c(-82.80257, 40.4764),8.011333822835,20.8776542599714
"1245",3301,"Report 3301: Daytime sighting in a wooded area a few miles east of Interstate 271","Class A","1980-08-15T12:00:00Z",c(-81.3726, 41.47349),21.3899163124146,22.4669335364241
"1246",3315,"Report 3315: Nighttime sighting by mother and son in Lynx, near West Union","Class A","2002-05-26T12:00:00Z",c(-83.39134, 38.73687),18.8162917774598,8.75998082158288
"1247",3351,"Report 3351: Late night sighting by teen at Lost Creek Golf Course","Class A","1987-03-15T12:00:00Z",c(-84.06565, 40.73412),17.8512845879757,7.61651853033261
"1248",3380,"Report 3380: Two high school students are chased by large unknown creature","Class A","1991-09-15T12:00:00Z",c(-82.32803, 40.82327),20.0323154439471,6.15196575947884
"1249",3381,"Report 3381: A group of canoers see a large, black creature along the river bank","Class A","1997-07-03T12:00:00Z",c(-82.23988, 40.59935),20.0136053619756,16.0725305895774
"1250",3651,"Report 3651: Sighting in the Audubon wildlife preserve, outside Aurora","Class A","1962-06-06T12:00:00Z",c(-81.30896, 41.30265),21.2562871250861,12.8318650675613
"1251",3686,"Report 3686: Another nighttime incident near Hoadley, off Hoadley Road (Wayne Nat. For.)","Class A","1998-05-25T12:00:00Z",c(-82.54968, 38.79833),19.5123361350531,2.55164518797188
"1252",3767,"Report 3767: Late night sighting in Wayne National Forest, off Hoadley Road","Class A","1998-09-03T12:00:00Z",c(-82.55177, 38.79381),19.4587757515472,6.19966331706811
"1253",3920,"Report 3920: Hunters have several encounters near Ash Cave State Park","Class A","1980-10-31T12:00:00Z",c(-82.52238, 39.39935),40.4184170968496,6.88997098578071
"1254",4073,"Report 4073: White hair covered creature seen at the edge of a cornfield","Class A","1984-07-04T12:00:00Z",c(-81.54855, 39.46019),26.1476330693736,14.6433693903623
"1255",4176,"Report 4176: Evening sighting by two young boys","Class A","1999-04-26T12:00:00Z",c(-83.28128, 38.83859),10.6815571724585,6.761888785724
"1256",4200,"Report 4200: Late night sighting by motorists on Austin Road in Geneva","Class A","1991-07-01T12:00:00Z",c(-80.93665, 41.81835),6.21428938536016,15.1810748573676
"1257",4202,"Report 4202: Evening sighting by squirrel hunter in woods behind old brick Kilns","Class A","1994-09-01T12:00:00Z",c(-82.24257, 39.45789),5.66085551246452,23.6389953234269
"1258",4306,"Report 4306: Sighting at a home on Duke Vodrey Rd., above Beaver Creek.","Class A","1980-06-01T12:00:00Z",c(-80.55217, 40.76533),6.21639528423024,25.0781271411922
"1259",4307,"Report 4307: Late night sighting by children at a home in Calcutta","Class A","1971-06-30T12:00:00Z",c(-80.57164, 40.6807),23.7702594273517,25.0704060940704
"1260",4409,"Report 4409: A series of encounters on Haga Ridge near the Wayne National Forest","Class A","2002-05-16T12:00:00Z",c(-81.85331, 39.28537),5.5498008995819,24.0545847407308
"1261",4484,"Report 4484: A series of sightings, screams, and smells near an abandoned strip mine","Class A","1978-07-01T12:00:00Z",c(-81.51075, 40.67979),35.6825233552029,32.8138842471689
"1262",4498,"Report 4498: Late afternoon sighting by motorist on I-675 near Beavercreek","Class A","2002-06-01T12:00:00Z",c(-84.09158, 39.74961),7.1862358499078,19.9707044180344
"1263",4556,"Report 4556: Midnight sighting by motorist on Coy Rd","Class A","1977-01-01T12:00:00Z",c(-84.54476, 41.34728),9.59877557035271,20.0441212014895
"1264",4557,"Report 4557: Saturday morning sighting by a motorist on William's Road","Class A","1997-06-01T12:00:00Z",c(-83.00142, 39.89203),10.574772542107,19.6049106153867
"1265",4558,"Report 4558: Young squirrel hunter has evening sighting on family property near Birds Run","Class A","1998-10-15T12:00:00Z",c(-81.63656, 40.17699),10.7025489190987,4.16256967649792
"1266",4659,"Report 4659: Couple hears vocalization late at night - son finds prints near Okeana","Class A","2002-07-14T12:00:00Z",c(-84.79429, 39.37509),7.06294956574094,5.88459793156678
"1267",4672,"Report 4672: Midnight sighting by two witnesses near Okeana","Class A","2001-06-06T12:00:00Z",c(-84.80138, 39.37215),12.0207960965528,7.56066922652353
"1268",4731,"Report 4731: A woman sitting on a bench in a park sees a large hairy creature behind a four foot wall staring at her","Class A","1981-07-01T12:00:00Z",c(-81.1438, 41.7164),13.0034130692676,35.1407681824117
"1269",4760,"Report 4760: Young man see's a ""huge hairy ape looking thing"" under a bridge on the Scioto River","Class A","2002-07-18T12:00:00Z",c(-83.6118, 40.6445),3.26917484390174,37.9235883418223
"1270",4762,"Report 4762: Woman has two evening encounters twenty years apart","Class A","2002-08-04T12:00:00Z",c(-81.1351, 41.5325),13.5499181860999,35.3819876129084
"1271",4837,"Report 4837: Rabbit hunter witness's a massive creature running through the woods","Class A","1976-11-01T12:00:00Z",c(-80.58163, 41.81902),9.31825967567442,21.0120820692596
"1272",4951,"Report 4951: Young hunter has sighting, accompanied by knocking sounds, near Wintersville","Class A","1997-09-30T12:00:00Z",c(-80.6937, 40.39103),5.34808415144153,3.78604251810515
"1273",4952,"Report 4952: Evening sighting by ice fisherman near Friendship Lake","Class A","1988-12-31T12:00:00Z",c(-80.78826, 40.2831),36.2418592199904,3.92550884085108
"1274",4953,"Report 4953: Family has sighting on farm along Headleys Mill Road","Class A","1968-08-01T12:00:00Z",c(-82.67252, 40.00915),35.6153328748855,23.2176133080664
"1275",4959,"Report 4959: Nightime sighting at a Lake Milton marina","Class A","1972-08-01T12:00:00Z",c(-80.9835, 41.1174),12.5368778047008,15.0568799583446
"1276",4964,"Report 4964: Evening sighting by couple near Latham","Class A","1999-12-22T12:00:00Z",c(-83.26393, 39.17257),22.6535799363765,22.8350552992937
"1277",4970,"Report 4970: Case report about a sighting by a boy and local rumors about a bigfoot in area.","Class A","1977-05-18T12:00:00Z",c(-84.62567, 39.70042),18.3977997415262,22.8621576382305
"1278",4973,"Report 4973: Tracks and vocalizations lead to sighting by trappers in Bellville area","Class A","1998-09-01T12:00:00Z",c(-82.48699, 40.61236),17.8602028828258,22.064554839373
"1279",4976,"Report 4976: Witness has two sightings, ten years apart in Cut Rock area","Class A","1990-10-01T12:00:00Z",c(-83.12873, 38.83628),35.4143016517522,31.312882626665
"1280",4977,"Report 4977: Ron Schaffner case report: The 1978 Minerva Flap","Class A","1978-08-21T12:00:00Z",c(-81.0758, 40.74451),9.27095320439597,35.8312429445324
"1281",4978,"Report 4978: Prints found following sighting near Mosquito Lake","Class A","2000-02-01T12:00:00Z",c(-80.76735, 41.36755),4.35867387229188,18.6118217314963
"1282",4983,"Report 4983: Sighting and vocalizations at a home in Wayne National Forest","Class A","1971-08-01T12:00:00Z",c(-81.67339, 39.38745),18.6424042191612,6.22075718981219
"1283",5030,"Report 5030: Flap of sightings offers clues pointing to deer predation, similar to evidence found elsewhere in Ohio","Class A","1992-01-15T12:00:00Z",c(-81.19895, 40.75872),15.6770569617802,27.3284700513018
"1284",5229,"Report 5229: Man recalls seeing a strange bipedal animal during his one and only hunting trip","Class A","2004-06-25T12:00:00Z",c(-82.93085, 38.79215),9.25257391567341,77.1831246418866
"1285",5267,"Report 5267: Young teenager has two sightings less than two months apart in a ravine behind her home","Class A","1998-10-01T12:00:00Z",c(-81.62379, 41.23638),16.0617337896162,6.24637149251467
"1286",5311,"Report 5311: Large hairy creature and footprints seen along fence line on property with past activity","Class A","1983-05-01T12:00:00Z",c(-83.5556, 40.04792),34.6290305132616,12.1062716503637
"1287",5333,"Report 5333: Man recalls being picked up as a child in Mohican Memorial Forest","Class A","2004-08-29T12:00:00Z",c(-82.26236, 40.60787),6.50417492403917,3.65994693574921
"1288",5977,"Report 5977: A brief encounter with a light colored hair covered creature","Class A","2000-05-01T12:00:00Z",c(-83.0363, 39.10611),5.19427925915617,8.17577754101101
"1289",6062,"Report 6062: Three teenagers witness a ""thing"" crouched on the road, stand up, take three quick steps, and jump over the reeds down a hill","Class A","1986-10-01T12:00:00Z",c(-82.97854, 38.74899),3.71287494856749,11.6401143733084
"1290",6313,"Report 6313: A family witness's a hairy humanlike face in the cars headlights while pulled off the side of the road","Class A","2003-05-11T12:00:00Z",c(-82.1013, 39.64193),4.47126164845002,32.460484001427
"1291",6330,"Report 6330: A man standing on his back porch watches a large hair covered creature run down the railroad tracks and jump down into the brush","Class A","2003-05-01T12:00:00Z",c(-82.0101, 41.03),6.69949143219095,16.0995989695396
"1292",6620,"Report 6620: A man driving down the road witness's a 'huge"" creature walk across the road","Class A","2001-07-16T12:00:00Z",c(-80.57593, 40.68935),14.6142491583865,18.3857686500021
"1293",6722,"Report 6722: Woman observes a sasquatch behind her fence near Zanesville, Ohio.","Class A","2003-07-26T12:00:00Z",c(-81.98721, 39.90416),13.5221653222293,17.0284840911251
"1294",6804,"Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences.","Class A","1986-06-01T12:00:00Z",c(-84.45905, 39.49695),6.64192887081758,14.8968452641826
"1295",6900,"Report 6900: Ongoing accounts with a screaming ape-like creature","Class A","2001-11-01T12:00:00Z",c(-80.64831, 40.77972),3.5063364539787,17.2369272516449
"1296",7026,"Report 7026: Three teenage boys witness an ape-like creature lope across a field into the woods","Class A","1963-07-01T12:00:00Z",c(-82.29486, 40.85035),11.4668337271498,20.5999219398545
"1297",7085,"Report 7085: Three boys playing games witness a huge creature walking through their front yard","Class A","1990-07-01T12:00:00Z",c(-81.65929, 39.3731),39.826079205316,29.1654773826197
"1298",7133,"Report 7133: Father, son and cousin enounter a large hair covered creature while wading through a creek","Class A","1980-07-01T12:00:00Z",c(-83.11422, 39.49265),39.0619250399529,8.91085614634755
"1299",7220,"Report 7220: A man relates a series of occurrences on the family farm involving an upright walking hair covered creature","Class A","1978-11-01T12:00:00Z",c(-81.39101, 39.54739),6.97256977248703,9.10696310633792
"1300",7224,"Report 7224: Ongoing Encounters with ""Fang"" on old family land","Class A","2003-10-10T12:00:00Z",c(-81.17155, 41.13356),19.428509062872,16.1172319592447
"1301",7425,"Report 7425: A Teenager and His Dog Encounter an Ape-like Creature While Retrieving Their Trap Lines","Class A","1958-11-01T12:00:00Z",c(-82.44401, 40.92276),31.3407731435537,6.53216613227954
"1302",7431,"Report 7431: Nine year old playing hide and seek comes face to face with a small ape-like creature","Class A","1978-09-01T12:00:00Z",c(-81.4311, 41.10765),12.16814675382,12.164380877073
"1303",7436,"Report 7436: ""Ape-like"" Face Appears in Window, Startles Woman at Computer","Class A","2003-11-22T12:00:00Z",c(-84.21719, 40.80725),13.6820579591888,12.397451584846
"1304",7718,"Report 7718: Four teens camping hear grunting or snorting, observe creature walk from corn field into the woods","Class A","2003-09-03T12:00:00Z",c(-84.14493, 39.89172),10.1087106080499,10.7435075624909
"1305",7803,"Report 7803: Three college students witness a large creature standing just off of the railroad tracks.","Class A","1980-07-01T12:00:00Z",c(-82.2244, 39.4484),5.44325426652109,35.3513180061225
"1306",7932,"Report 7932: A young hunter witness's a seven foot tall creature less than 25 feet away","Class A","2002-12-01T12:00:00Z",c(-83.13585, 39.20212),29.9057347231079,10.8229231456617
"1307",7936,"Report 7936: Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildlife area","Class A","2000-06-29T12:00:00Z",c(-82.70263, 39.74107),30.3527204841642,12.1225504305736
"1308",7940,"Report 7940: Bother and sister are followed by a brown, hairy creature walking on two legs","Class A","1980-08-25T12:00:00Z",c(-82.66616, 38.54852),30.3207824217318,70.1827173982028
"1309",7973,"Report 7973: A young teen sees a hairy creature on the family farm while riding his bike.","Class A","2001-09-25T12:00:00Z",c(-81.96419, 41.06648),6.09238367312007,0.447253271089212
"1310",7995,"Report 7995: Young teen is chased by a seven foot tall hairy creature","Class A","2000-05-25T12:00:00Z",c(-82.47604, 39.17029),6.52422219622385,5.26438791462978
"1311",8017,"Report 8017: A family is shocked to see a large, hairy creature run across a forest road with a pack of dogs in pursuit","Class A","1987-10-01T12:00:00Z",c(-82.41166, 39.14299),6.51889540656237,7.50161342297109
"1312",8042,"Report 8042: Bowhunter turns around to see a creature staring at him almost motionless.","Class A","1996-10-25T12:00:00Z",c(-81.69818, 40.08946),25.3381827560699,1.37209873187026
"1313",8236,"Report 8236: Two girls witness a large, hair covered baboon like creature squatting in the middle of the road","Class A","1984-01-15T12:00:00Z",c(-82.28814, 40.05998),1.7333503010067,4.3867077769097
"1314",8394,"Report 8394: Family has encounters with a large, hair covered creature just on the edge of Wayne National Forest","Class A","1979-05-01T12:00:00Z",c(-82.32669, 39.48219),36.8353396296573,3.29770794404234
"1315",8406,"Report 8406: Encounters with a hairy creature in the same area as the well known ""Minerva monster flap.""","Class A","1978-08-01T12:00:00Z",c(-81.15622, 40.7343),71.6465540321961,12.9998834177234
"1316",8446,"Report 8446: Three motorists have early morning road sighting near Hardin/Allen county line","Class A","2004-03-25T12:00:00Z",c(-83.9374, 40.6559),8.34972285108913,14.9961400063483
"1317",8494,"Report 8494: A woman recounts her childhood sighting near Atwood Lake","Class A","1976-08-01T12:00:00Z",c(-81.26217, 40.54605),6.48834301308123,14.091964853185
"1318",8587,"Report 8587: A childhood encounter just outside of Wadsworth, Ohio","Class A","1976-09-01T12:00:00Z",c(-81.77677, 41.02572),37.6536832450333,15.3418423199204
"1319",8778,"Report 8778: A possible sighting of the River Styx monster crossing a small clearing","Class A","2000-10-01T12:00:00Z",c(-81.79669, 41.06019),36.1304869928458,5.28127075051071
"1320",8785,"Report 8785: Family has series of experiences north of Steubenville off of State Route 213","Class A","2004-05-01T12:00:00Z",c(-80.6616, 40.42591),37.1411244485422,9.95881294573303
"1321",8836,"Report 8836: Brothers have sighting in their backyard during the ""Blizzard of 1978.""","Class A","1978-02-05T12:00:00Z",c(-81.20629, 41.44442),36.7805118114539,38.83562681081
"1322",8944,"Report 8944: Mini-bike rider has afternoon encounter near Fulton","Class A","1978-06-20T12:00:00Z",c(-82.82576, 40.46339),7.40166766882303,26.461325592451
"1323",9129,"Report 9129: Man has close encounter very near the Grand River State Game Preserve","Class A","2004-08-07T12:00:00Z",c(-80.89096, 41.42579),40.4682745277544,8.33928473993423
"1324",9188,"Report 9188: While picnicking in early evening, a couple has sighting at Salt Fork State Park","Class A","2004-08-18T12:00:00Z",c(-81.5117, 40.1218),12.3505996259291,6.80991604206689
"1325",9281,"Report 9281: Man has an early morning sighting near Pleasant City","Class A","2004-08-17T12:00:00Z",c(-81.61014, 39.92781),14.2122215416767,5.12607987976193
"1326",9537,"Report 9537: Two Motorists Have An Early Evening Sighting North of Mt. Gilead","Class A","2002-08-15T12:00:00Z",c(-82.82214, 40.5896),7.1213966846118,9.65523657439838
"1327",10330,"Report 10330: Two motorists have a lengthy sighting along SR56 near the Madison and Clark County line.","Class A","2003-02-18T12:00:00Z",c(-83.51394, 39.96627),7.06486853525953,6.37848863654235
"1328",10729,"Report 10729: Driver encounters an unknown hairy biped just outside of Medina.","Class A","1992-09-20T12:00:00Z",c(-81.81317, 41.12012),7.29309922963482,8.1070999567848
"1329",10766,"Report 10766: Motorist has a nighttime sighting just outside of Chardon.","Class A","2005-02-24T12:00:00Z",c(-81.22075, 41.57231),2.72269033762564,6.27978780426537
"1330",10861,"Report 10861: Teenagers wading down the Olentangy River at night have a sighting south of Delaware.","Class A","1976-07-15T12:00:00Z",c(-83.0556, 40.26494),16.3413834537226,8.07515676613154
"1331",10863,"Report 10863: Two young men have a sighting while tending a campfire near Cardington.","Class A","2005-01-13T12:00:00Z",c(-82.87663, 40.50945),19.0398638664093,6.59362770676354
"1332",10925,"Report 10925: Four men have a sighting after vocalizations cause them to leave their campsite near Lake Vesuvius.","Class A","1991-02-24T12:00:00Z",c(-82.71107, 38.60551),12.0314739920344,6.3864691723205
"1333",11771,"Report 11771: A young man hears vocals and has a sighting north of Malvern","Class A","2005-05-30T12:00:00Z",c(-81.18352, 40.71737),12.8913518908336,10.7747651027435
"1334",14646,"Report 14646: Fisherman Observes White Creature Swimming in Antrim Lake","Class A","1987-05-15T12:00:00Z",c(-83.0337, 40.08159),6.09105189307234,6.79468166260201
